CG8365	E(spl)m8-HLH	FBgn0000591	Drosophila melanogaster
CG8367	cg	FBgn0000289	Drosophila melanogaster
CG8376	ap	FBgn0267978	Drosophila melanogaster
CG8388	CG8388	FBgn0034062	Drosophila melanogaster
CG8404	Sox15	FBgn0005613	Drosophila melanogaster
CG8474	Meics	FBgn0025874	Drosophila melanogaster
CG8478	CG8478	FBgn0037746	Drosophila melanogaster
CG8484	topi	FBgn0037751	Drosophila melanogaster
CG8522	SREBP	FBgn0261283	Drosophila melanogaster
CG8524	NK7.1	FBgn0024321	Drosophila melanogaster
CG8544	sd	FBgn0003345	Drosophila melanogaster
CG8567	Deaf1	FBgn0013799	Drosophila melanogaster
CG8573	su(Hw)	FBgn0003567	Drosophila melanogaster
CG8580	akirin	FBgn0082598	Drosophila melanogaster
CG8591	CTCF	FBgn0035769	Drosophila melanogaster
CG8643	rgr	FBgn0267792	Drosophila melanogaster
CG8651	trx	FBgn0003862	Drosophila melanogaster
CG8667	dimm	FBgn0023091	Drosophila melanogaster
CG8669	crc	FBgn0000370	Drosophila melanogaster
CG8676	Hr39	FBgn0261239	Drosophila melanogaster
CG8704	dpn	FBgn0010109	Drosophila melanogaster
CG8727	cyc	FBgn0023094	Drosophila melanogaster
CG8819	achi	FBgn0033749	Drosophila melanogaster
CG8821	vis	FBgn0033748	Drosophila melanogaster
CG8933	exd	FBgn0000611	Drosophila melanogaster
CG8944	CG8944	FBgn0030680	Drosophila melanogaster
CG9015	en	FBgn0000577	Drosophila melanogaster
CG9019	dsf	FBgn0015381	Drosophila melanogaster
CG9045	Myb	FBgn0002914	Drosophila melanogaster
CG9097	bab1	FBgn0004870	Drosophila melanogaster
CG9102	bab2	FBgn0025525	Drosophila melanogaster
CG9151	acj6	FBgn0000028	Drosophila melanogaster
CG9215	CG9215	FBgn0030659	Drosophila melanogaster
CG9233	prg	FBgn0285971	Drosophila melanogaster
CG9310	Hnf4	FBgn0004914	Drosophila melanogaster
CG9415	Xbp1	FBgn0021872	Drosophila melanogaster
CG9571	fd19B	FBgn0031086	Drosophila melanogaster
CG9609	CG9609	FBgn0030787	Drosophila melanogaster
CG9610	Poxm	FBgn0003129	Drosophila melanogaster
CG9648	Max	FBgn0017578	Drosophila melanogaster
CG9650	CG9650	FBgn0029939	Drosophila melanogaster
CG9653	brk	FBgn0024250	Drosophila melanogaster
CG9656	grn	FBgn0001138	Drosophila melanogaster
CG9768	hkb	FBgn0261434	Drosophila melanogaster
CG9786	hb	FBgn0001180	Drosophila melanogaster
CG9793	ranshi	FBgn0037620	Drosophila melanogaster
CG9797	M1BP	FBgn0037621	Drosophila melanogaster
CG9876	CG9876	FBgn0034821	Drosophila melanogaster
CG9930	E5	FBgn0008646	Drosophila melanogaster
CG9954	maf-S	FBgn0034534	Drosophila melanogaster
